Date/Time,Average Real Power (W)
04/17/2023 12:05 AM EDT,0
04/17/2023 12:10 AM EDT,0
04/17/2023 12:15 AM EDT,0
04/17/2023 12:20 AM EDT,0
04/17/2023 12:25 AM EDT,0
04/17/2023 12:30 AM EDT,0
04/17/2023 12:35 AM EDT,0
04/17/2023 12:40 AM EDT,0
04/17/2023 12:45 AM EDT,0
04/17/2023 12:50 AM EDT,0
04/17/2023 12:55 AM EDT,0
04/17/2023 01:00 AM EDT,0
04/17/2023 01:05 AM EDT,0
04/17/2023 01:10 AM EDT,0
04/17/2023 01:15 AM EDT,0
04/17/2023 01:20 AM EDT,0
04/17/2023 01:25 AM EDT,0
04/17/2023 01:30 AM EDT,0
04/17/2023 01:35 AM EDT,0
04/17/2023 01:40 AM EDT,0
04/17/2023 01:45 AM EDT,0
04/17/2023 01:50 AM EDT,0
04/17/2023 01:55 AM EDT,0
04/17/2023 02:00 AM EDT,0
04/17/2023 02:05 AM EDT,0
04/17/2023 02:10 AM EDT,0
04/17/2023 02:15 AM EDT,0
04/17/2023 02:20 AM EDT,0
04/17/2023 02:25 AM EDT,0
04/17/2023 02:30 AM EDT,0
04/17/2023 02:35 AM EDT,0
04/17/2023 02:40 AM EDT,0
04/17/2023 02:45 AM EDT,0
04/17/2023 02:50 AM EDT,0
04/17/2023 02:55 AM EDT,0
04/17/2023 03:00 AM EDT,0
04/17/2023 03:05 AM EDT,0
04/17/2023 03:10 AM EDT,0
04/17/2023 03:15 AM EDT,0
04/17/2023 03:20 AM EDT,0
04/17/2023 03:25 AM EDT,0
04/17/2023 03:30 AM EDT,0
04/17/2023 03:35 AM EDT,0
04/17/2023 03:40 AM EDT,0
04/17/2023 03:45 AM EDT,0
04/17/2023 03:50 AM EDT,0
04/17/2023 03:55 AM EDT,0
04/17/2023 04:00 AM EDT,0
04/17/2023 04:05 AM EDT,0
04/17/2023 04:10 AM EDT,0
04/17/2023 04:15 AM EDT,0
04/17/2023 04:20 AM EDT,0
04/17/2023 04:25 AM EDT,0
04/17/2023 04:30 AM EDT,0
04/17/2023 04:35 AM EDT,0
04/17/2023 04:40 AM EDT,0
04/17/2023 04:45 AM EDT,0
04/17/2023 04:50 AM EDT,0
04/17/2023 04:55 AM EDT,0
04/17/2023 05:00 AM EDT,0
04/17/2023 05:05 AM EDT,0
04/17/2023 05:10 AM EDT,0
04/17/2023 05:15 AM EDT,0
04/17/2023 05:20 AM EDT,0
04/17/2023 05:25 AM EDT,0
04/17/2023 05:30 AM EDT,0
04/17/2023 05:35 AM EDT,0
04/17/2023 05:40 AM EDT,0
04/17/2023 05:45 AM EDT,0
04/17/2023 05:50 AM EDT,0
04/17/2023 05:55 AM EDT,0
04/17/2023 06:00 AM EDT,0
04/17/2023 06:05 AM EDT,0
04/17/2023 06:10 AM EDT,0
04/17/2023 06:15 AM EDT,0
04/17/2023 06:20 AM EDT,0
04/17/2023 06:25 AM EDT,0
04/17/2023 06:30 AM EDT,0
04/17/2023 06:35 AM EDT,0
04/17/2023 06:40 AM EDT,0
04/17/2023 06:45 AM EDT,0
04/17/2023 06:50 AM EDT,15
04/17/2023 06:55 AM EDT,23
04/17/2023 07:00 AM EDT,23
04/17/2023 07:05 AM EDT,79
04/17/2023 07:10 AM EDT,115
04/17/2023 07:15 AM EDT,115
04/17/2023 07:20 AM EDT,172
04/17/2023 07:25 AM EDT,224
04/17/2023 07:30 AM EDT,224
04/17/2023 07:35 AM EDT,253
04/17/2023 07:40 AM EDT,292
04/17/2023 07:45 AM EDT,292
04/17/2023 07:50 AM EDT,287
04/17/2023 07:55 AM EDT,275
04/17/2023 08:00 AM EDT,275
04/17/2023 08:05 AM EDT,255
04/17/2023 08:10 AM EDT,204
04/17/2023 08:15 AM EDT,204
04/17/2023 08:20 AM EDT,232
04/17/2023 08:25 AM EDT,339
04/17/2023 08:30 AM EDT,339
04/17/2023 08:35 AM EDT,349
04/17/2023 08:40 AM EDT,410
04/17/2023 08:45 AM EDT,414
04/17/2023 08:50 AM EDT,418
04/17/2023 08:55 AM EDT,455
04/17/2023 09:00 AM EDT,457
04/17/2023 09:05 AM EDT,529
04/17/2023 09:10 AM EDT,906
04/17/2023 09:15 AM EDT,970
04/17/2023 09:20 AM EDT,"1,013"
04/17/2023 09:25 AM EDT,"1,631"
04/17/2023 09:30 AM EDT,"1,990"
04/17/2023 09:35 AM EDT,"2,186"
04/17/2023 09:40 AM EDT,"2,942"
04/17/2023 09:45 AM EDT,"3,147"
04/17/2023 09:50 AM EDT,"3,227"
04/17/2023 09:55 AM EDT,"3,459"
04/17/2023 10:00 AM EDT,"3,495"
04/17/2023 10:05 AM EDT,"3,531"
04/17/2023 10:10 AM EDT,"3,591"
04/17/2023 10:15 AM EDT,"3,428"
04/17/2023 10:20 AM EDT,"3,385"
04/17/2023 10:25 AM EDT,"3,370"
04/17/2023 10:30 AM EDT,"3,280"
04/17/2023 10:35 AM EDT,"3,266"
04/17/2023 10:40 AM EDT,"3,274"
04/17/2023 10:45 AM EDT,"3,270"
04/17/2023 10:50 AM EDT,"3,307"
04/17/2023 10:55 AM EDT,"3,479"
04/17/2023 11:00 AM EDT,"3,780"
04/17/2023 11:05 AM EDT,"3,788"
04/17/2023 11:10 AM EDT,"3,792"
04/17/2023 11:15 AM EDT,"3,867"
04/17/2023 11:20 AM EDT,"3,880"
04/17/2023 11:25 AM EDT,"3,892"
04/17/2023 11:30 AM EDT,"4,138"
04/17/2023 11:35 AM EDT,"4,176"
04/17/2023 11:40 AM EDT,"4,162"
04/17/2023 11:45 AM EDT,"4,403"
04/17/2023 11:50 AM EDT,"4,506"
04/17/2023 11:55 AM EDT,"4,653"
04/17/2023 12:00 PM EDT,"4,695"
04/17/2023 12:05 PM EDT,"4,730"
04/17/2023 12:10 PM EDT,"4,936"
04/17/2023 12:15 PM EDT,"5,059"
04/17/2023 12:20 PM EDT,"5,051"
04/17/2023 12:25 PM EDT,"5,064"
04/17/2023 12:30 PM EDT,"5,116"
04/17/2023 12:35 PM EDT,"5,130"
04/17/2023 12:40 PM EDT,"5,129"
04/17/2023 12:45 PM EDT,"5,099"
04/17/2023 12:50 PM EDT,"5,063"
04/17/2023 12:55 PM EDT,"5,040"
04/17/2023 01:00 PM EDT,"5,034"
04/17/2023 01:05 PM EDT,"5,034"
04/17/2023 01:10 PM EDT,"5,020"
04/17/2023 01:15 PM EDT,"5,013"
04/17/2023 01:20 PM EDT,"5,014"
04/17/2023 01:25 PM EDT,"5,047"
04/17/2023 01:30 PM EDT,"5,064"
04/17/2023 01:35 PM EDT,"5,090"
04/17/2023 01:40 PM EDT,"5,091"
04/17/2023 01:45 PM EDT,"5,092"
04/17/2023 01:50 PM EDT,"5,208"
04/17/2023 01:55 PM EDT,"5,194"
04/17/2023 02:00 PM EDT,"5,194"
04/17/2023 02:05 PM EDT,"5,083"
04/17/2023 02:10 PM EDT,"5,066"
04/17/2023 02:15 PM EDT,"5,066"
04/17/2023 02:20 PM EDT,"5,066"
04/17/2023 02:25 PM EDT,"5,067"
04/17/2023 02:30 PM EDT,"5,068"
04/17/2023 02:35 PM EDT,"5,069"
04/17/2023 02:40 PM EDT,"5,068"
04/17/2023 02:45 PM EDT,"5,067"
04/17/2023 02:50 PM EDT,"5,067"
04/17/2023 02:55 PM EDT,"5,070"
04/17/2023 03:00 PM EDT,"5,057"
04/17/2023 03:05 PM EDT,"5,006"
04/17/2023 03:10 PM EDT,"5,002"
04/17/2023 03:15 PM EDT,"4,954"
04/17/2023 03:20 PM EDT,"4,860"
04/17/2023 03:25 PM EDT,"4,857"
04/17/2023 03:30 PM EDT,"4,797"
04/17/2023 03:35 PM EDT,"4,676"
04/17/2023 03:40 PM EDT,"4,739"
04/17/2023 03:45 PM EDT,"4,664"
04/17/2023 03:50 PM EDT,"4,543"
04/17/2023 03:55 PM EDT,"4,456"
04/17/2023 04:00 PM EDT,"4,356"
04/17/2023 04:05 PM EDT,"4,240"
04/17/2023 04:10 PM EDT,"4,134"
04/17/2023 04:15 PM EDT,"3,991"
04/17/2023 04:20 PM EDT,"3,882"
04/17/2023 04:25 PM EDT,"3,755"
04/17/2023 04:30 PM EDT,"3,374"
04/17/2023 04:35 PM EDT,"3,139"
04/17/2023 04:40 PM EDT,"2,957"
04/17/2023 04:45 PM EDT,"2,870"
04/17/2023 04:50 PM EDT,"2,716"
04/17/2023 04:55 PM EDT,"2,331"
04/17/2023 05:00 PM EDT,"2,134"
04/17/2023 05:05 PM EDT,"1,906"
04/17/2023 05:10 PM EDT,"1,240"
04/17/2023 05:15 PM EDT,954
04/17/2023 05:20 PM EDT,821
04/17/2023 05:25 PM EDT,871
04/17/2023 05:30 PM EDT,888
04/17/2023 05:35 PM EDT,885
04/17/2023 05:40 PM EDT,816
04/17/2023 05:45 PM EDT,704
04/17/2023 05:50 PM EDT,622
04/17/2023 05:55 PM EDT,391
04/17/2023 06:00 PM EDT,288
04/17/2023 06:05 PM EDT,246
04/17/2023 06:10 PM EDT,227
04/17/2023 06:15 PM EDT,216
04/17/2023 06:20 PM EDT,208
