Date/Time,Energy Produced (Wh)
12/22/2023,"4,574"
12/23/2023,"6,469"
12/24/2023,"3,055"
12/25/2023,"4,720"
12/26/2023,"3,195"
12/27/2023,"3,308"
12/28/2023,"5,884"
12/29/2023,"5,371"
12/30/2023,"5,210"
12/31/2023,"2,697"
01/01/2024,"5,480"
01/02/2024,"2,735"
01/03/2024,"4,688"
01/04/2024,"3,514"
01/05/2024,"3,577"
01/06/2024,"1,886"
01/07/2024,"4,083"
01/08/2024,"4,376"
01/09/2024,671
01/10/2024,"3,646"
01/11/2024,"2,903"
01/12/2024,"7,600"
01/13/2024,"3,197"
01/14/2024,"2,989"
01/15/2024,"5,975"
01/16/2024,"2,478"
01/17/2024,"3,064"
01/18/2024,"3,671"
01/19/2024,"4,339"
01/20/2024,"3,906"
01/21/2024,"3,239"
01/22/2024,"3,441"
01/23/2024,"4,584"
01/24/2024,"6,868"
01/25/2024,"2,214"
01/26/2024,"4,887"
01/27/2024,"6,677"
01/28/2024,"5,475"
01/29/2024,"6,057"
01/30/2024,"7,049"
01/31/2024,"3,569"
02/01/2024,"5,034"
02/02/2024,"7,686"
02/03/2024,"5,745"
02/04/2024,"7,195"
02/05/2024,"7,454"
02/06/2024,"7,532"
02/07/2024,"7,583"
02/08/2024,"10,705"
02/09/2024,"5,160"
02/10/2024,"10,611"
02/11/2024,"2,855"
02/12/2024,"2,120"
02/13/2024,"11,292"
02/14/2024,"11,521"
02/15/2024,"11,633"
02/16/2024,"12,968"
02/17/2024,"14,155"
02/18/2024,"14,399"
02/19/2024,"14,337"
02/20/2024,"15,662"
02/21/2024,"15,968"
02/22/2024,"17,287"
02/23/2024,"3,508"
02/24/2024,"10,800"
02/25/2024,"19,221"
02/26/2024,"14,780"
02/27/2024,"4,261"
02/28/2024,"4,431"
02/29/2024,"20,996"
03/01/2024,"6,387"
03/02/2024,"13,538"
03/03/2024,"16,272"
03/04/2024,"15,199"
03/05/2024,"14,027"
03/06/2024,"3,382"
03/07/2024,"16,110"
03/08/2024,"18,629"
03/09/2024,"1,759"
03/10/2024,"26,165"
03/11/2024,"26,809"
03/12/2024,"26,642"
03/13/2024,"26,327"
03/14/2024,"26,047"
03/15/2024,"9,040"
03/16/2024,"25,045"
03/17/2024,"18,056"
03/18/2024,"21,511"
03/19/2024,"29,462"
03/20/2024,"29,084"
03/21/2024,"29,518"
03/22/2024,"17,090"
03/23/2024,"16,967"
03/24/2024,"31,772"
03/25/2024,"29,141"
03/26/2024,"15,462"
03/27/2024,"2,040"
03/28/2024,"8,772"
03/29/2024,"29,191"
03/30/2024,"30,418"
03/31/2024,"29,150"
04/01/2024,"18,025"
04/02/2024,"25,432"
04/03/2024,"16,303"
04/04/2024,"15,003"
04/05/2024,"31,291"
04/06/2024,"33,895"
04/07/2024,"33,943"
04/08/2024,"28,213"
04/09/2024,"7,504"
04/10/2024,"10,946"
04/11/2024,"5,260"
04/12/2024,"28,517"
04/13/2024,"32,045"
04/14/2024,"33,783"
04/15/2024,"33,316"
04/16/2024,"27,280"
04/17/2024,"13,179"
04/18/2024,"34,277"
04/19/2024,"16,030"
04/20/2024,"22,532"
04/21/2024,"5,156"
04/22/2024,"36,198"
04/23/2024,"36,162"
04/24/2024,"13,744"
04/25/2024,"33,547"
04/26/2024,"28,642"
04/27/2024,"24,572"
04/28/2024,"26,731"
04/29/2024,"36,729"
04/30/2024,"27,091"
05/01/2024,"31,716"
05/02/2024,"36,870"
05/03/2024,"31,139"
05/04/2024,"8,852"
05/05/2024,"8,930"
05/06/2024,"12,617"
05/07/2024,"31,625"
05/08/2024,"23,217"
05/09/2024,"22,250"
05/10/2024,"24,373"
05/11/2024,"31,878"
05/12/2024,"34,493"
05/13/2024,"20,253"
05/14/2024,"2,938"
05/15/2024,"13,260"
05/16/2024,"31,693"
05/17/2024,"14,031"
05/18/2024,"16,921"
05/19/2024,"19,842"
05/20/2024,"32,196"
05/21/2024,"37,424"
05/22/2024,"36,476"
05/23/2024,"31,520"
05/24/2024,"23,394"
05/25/2024,"28,994"
05/26/2024,"34,165"
05/27/2024,"19,288"
05/28/2024,"34,820"
05/29/2024,"33,883"
05/30/2024,"37,234"
05/31/2024,"37,579"
06/01/2024,"35,520"
06/02/2024,"16,345"
06/03/2024,"26,463"
06/04/2024,"29,453"
06/05/2024,"24,134"
06/06/2024,"23,423"
06/07/2024,"37,242"
06/08/2024,"37,612"
06/09/2024,"29,085"
06/10/2024,"35,785"
06/11/2024,"31,284"
06/12/2024,"31,481"
06/13/2024,"33,793"
06/14/2024,"33,257"
06/15/2024,"36,719"
06/16/2024,"21,853"
06/17/2024,"29,412"
06/18/2024,"31,756"
06/19/2024,"29,602"
06/20/2024,"27,328"
06/21/2024,"36,732"
06/22/2024,"34,390"
06/23/2024,"32,539"
06/24/2024,"25,851"
06/25/2024,"34,301"
06/26/2024,"30,987"
06/27/2024,"14,909"
06/28/2024,"35,679"
06/29/2024,"32,331"
06/30/2024,"14,682"
07/01/2024,"37,140"
07/02/2024,"37,903"
07/03/2024,"35,872"
07/04/2024,"33,935"
07/05/2024,"32,051"
07/06/2024,"28,783"
07/07/2024,"6,657"
07/08/2024,"27,472"
07/09/2024,"29,035"
07/10/2024,"31,520"
07/11/2024,"26,655"
07/12/2024,"5,228"
07/13/2024,"29,054"
07/14/2024,"34,363"
07/15/2024,"31,708"
07/16/2024,"28,021"
07/17/2024,"31,910"
07/18/2024,"26,166"
07/19/2024,"14,825"
07/20/2024,"18,942"
07/21/2024,"29,135"
07/22/2024,"21,079"
07/23/2024,"25,220"
07/24/2024,"24,931"
07/25/2024,"7,480"
07/26/2024,"13,747"
07/27/2024,"31,827"
07/28/2024,"36,363"
07/29/2024,"4,845"
07/30/2024,"27,858"
07/31/2024,"31,483"
08/01/2024,"34,898"
08/02/2024,"27,616"
08/03/2024,"22,671"
08/04/2024,"27,988"
08/05/2024,"24,012"
08/06/2024,"7,401"
08/07/2024,"10,205"
08/08/2024,"6,988"
08/09/2024,"23,369"
08/10/2024,"32,324"
08/11/2024,"29,691"
08/12/2024,"20,019"
08/13/2024,"6,382"
08/14/2024,"33,388"
08/15/2024,"32,252"
08/16/2024,"32,228"
08/17/2024,"25,737"
08/18/2024,"28,470"
08/19/2024,"29,066"
08/20/2024,"27,433"
08/21/2024,"28,904"
08/22/2024,"32,219"
08/23/2024,"29,787"
08/24/2024,"33,352"
08/25/2024,"32,007"
08/26/2024,"30,946"
08/27/2024,"29,532"
08/28/2024,"28,819"
08/29/2024,"29,129"
08/30/2024,"21,702"
08/31/2024,"25,496"
09/01/2024,"23,469"
09/02/2024,"19,772"
09/03/2024,"31,509"
09/04/2024,"21,035"
09/05/2024,"19,854"
09/06/2024,"19,902"
09/07/2024,"17,208"
09/08/2024,"28,260"
09/09/2024,"25,894"
09/10/2024,"27,675"
09/11/2024,"26,271"
09/12/2024,"23,967"
09/13/2024,"5,553"
09/14/2024,"16,963"
09/15/2024,"11,733"
09/16/2024,"1,489"
09/17/2024,"8,274"
09/18/2024,"18,150"
09/19/2024,"14,105"
09/20/2024,"15,694"
09/21/2024,"18,543"
09/22/2024,"18,548"
09/23/2024,"5,703"
09/24/2024,"6,968"
09/25/2024,"15,013"
09/26/2024,"5,611"
09/27/2024,"7,734"
09/28/2024,"17,746"
09/29/2024,"13,925"
09/30/2024,"8,276"
10/01/2024,"11,426"
10/02/2024,"13,541"
10/03/2024,"15,117"
10/04/2024,"14,544"
10/05/2024,"15,569"
10/06/2024,"12,365"
10/07/2024,"14,592"
10/08/2024,"14,980"
10/09/2024,"14,374"
10/10/2024,"14,356"
10/11/2024,"13,614"
10/12/2024,"12,986"
10/13/2024,"12,439"
10/14/2024,"12,301"
10/15/2024,"12,053"
10/16/2024,"12,019"
10/17/2024,"10,178"
10/18/2024,"9,817"
10/19/2024,"9,090"
10/20/2024,"8,411"
10/21/2024,"7,807"
10/22/2024,"7,378"
10/23/2024,"7,014"
10/24/2024,"6,970"
10/25/2024,"6,369"
10/26/2024,"7,217"
10/27/2024,"7,691"
10/28/2024,"8,274"
10/29/2024,"7,264"
10/30/2024,"5,580"
10/31/2024,"5,714"
11/01/2024,"8,440"
11/02/2024,"7,375"
11/03/2024,"6,211"
11/04/2024,"8,478"
11/05/2024,"6,709"
11/06/2024,"7,076"
11/07/2024,"6,944"
11/08/2024,"5,911"
11/09/2024,"4,109"
11/10/2024,"7,222"
11/11/2024,"5,483"
11/12/2024,"4,002"
11/13/2024,"3,464"
11/14/2024,"2,961"
11/15/2024,"4,991"
11/16/2024,"2,587"
11/17/2024,"3,455"
11/18/2024,"5,982"
11/19/2024,"5,755"
11/20/2024,"1,711"
11/21/2024,"2,651"
11/22/2024,"4,863"
11/23/2024,"3,820"
11/24/2024,"4,358"
11/25/2024,"2,632"
11/26/2024,"5,780"
11/27/2024,"6,433"
11/28/2024,"3,091"
11/29/2024,"3,227"
11/30/2024,"3,286"
12/01/2024,"7,118"
12/02/2024,"3,290"
12/03/2024,"2,657"
12/04/2024,"3,168"
12/05/2024,"3,169"
12/06/2024,"2,633"
12/07/2024,"2,452"
12/08/2024,"2,482"
12/09/2024,"3,991"
12/10/2024,"3,149"
12/11/2024,859
12/12/2024,"2,595"
12/13/2024,"5,190"
12/14/2024,"6,155"
12/15/2024,"5,985"
12/16/2024,"5,053"
12/17/2024,"4,595"
12/18/2024,"4,550"
12/19/2024,"5,750"
12/20/2024,"4,900"
12/21/2024,"3,701"
12/22/2024,"2,627"
12/23/2024,"2,562"
12/24/2024,"2,821"
12/25/2024,"3,164"
12/26/2024,"5,552"
12/27/2024,"2,859"
12/28/2024,"4,739"
12/29/2024,"3,378"
12/30/2024,"2,773"
12/31/2024,"4,018"
01/01/2025,"2,447"
01/02/2025,"2,935"
01/03/2025,"4,991"
01/04/2025,"2,664"
Total,"11,688,597"
