Date/Time,Average Real Power (W)
08/01/2023 06:20 PM EDT,544
08/01/2023 06:25 PM EDT,484
08/01/2023 06:30 PM EDT,361
08/01/2023 06:35 PM EDT,289
08/01/2023 06:40 PM EDT,260
08/01/2023 06:45 PM EDT,246
08/01/2023 06:50 PM EDT,230
08/01/2023 06:55 PM EDT,209
08/01/2023 07:00 PM EDT,189
08/01/2023 07:05 PM EDT,172
08/01/2023 07:10 PM EDT,157
08/01/2023 07:15 PM EDT,140
08/01/2023 07:20 PM EDT,129
08/01/2023 07:25 PM EDT,113
08/01/2023 07:30 PM EDT,100
08/01/2023 07:35 PM EDT,88
08/01/2023 07:40 PM EDT,74
08/01/2023 07:45 PM EDT,60
08/01/2023 07:50 PM EDT,48
08/01/2023 07:55 PM EDT,35
08/01/2023 08:00 PM EDT,22
08/01/2023 08:05 PM EDT,15
08/01/2023 08:10 PM EDT,4
08/01/2023 08:15 PM EDT,8
08/01/2023 08:20 PM EDT,4
08/01/2023 08:25 PM EDT,1
08/01/2023 08:30 PM EDT,0
08/01/2023 08:35 PM EDT,0
08/01/2023 08:40 PM EDT,0
08/01/2023 08:45 PM EDT,0
08/01/2023 08:50 PM EDT,0
08/01/2023 08:55 PM EDT,0
08/01/2023 09:00 PM EDT,0
08/01/2023 09:05 PM EDT,0
08/01/2023 09:10 PM EDT,0
08/01/2023 09:15 PM EDT,0
08/01/2023 09:20 PM EDT,0
08/01/2023 09:25 PM EDT,0
08/01/2023 09:30 PM EDT,0
08/01/2023 09:35 PM EDT,0
08/01/2023 09:40 PM EDT,0
08/01/2023 09:45 PM EDT,0
08/01/2023 09:50 PM EDT,0
08/01/2023 09:55 PM EDT,0
08/01/2023 10:00 PM EDT,0
08/01/2023 10:05 PM EDT,0
08/01/2023 10:10 PM EDT,0
08/01/2023 10:15 PM EDT,0
08/01/2023 10:20 PM EDT,0
08/01/2023 10:25 PM EDT,0
08/01/2023 10:30 PM EDT,0
08/01/2023 10:35 PM EDT,0
08/01/2023 10:40 PM EDT,0
08/01/2023 10:45 PM EDT,0
08/01/2023 10:50 PM EDT,0
08/01/2023 10:55 PM EDT,0
08/01/2023 11:00 PM EDT,0
08/01/2023 11:05 PM EDT,0
08/01/2023 11:10 PM EDT,0
08/01/2023 11:15 PM EDT,0
08/01/2023 11:20 PM EDT,0
08/01/2023 11:25 PM EDT,0
08/01/2023 11:30 PM EDT,0
08/01/2023 11:35 PM EDT,0
08/01/2023 11:40 PM EDT,0
08/01/2023 11:45 PM EDT,0
08/01/2023 11:50 PM EDT,0
08/01/2023 11:55 PM EDT,0
08/02/2023 12:00 AM EDT,0
08/02/2023 12:05 AM EDT,0
08/02/2023 12:10 AM EDT,0
08/02/2023 12:15 AM EDT,0
08/02/2023 12:20 AM EDT,0
08/02/2023 12:25 AM EDT,0
08/02/2023 12:30 AM EDT,0
08/02/2023 12:35 AM EDT,0
08/02/2023 12:40 AM EDT,0
08/02/2023 12:45 AM EDT,0
08/02/2023 12:50 AM EDT,0
08/02/2023 12:55 AM EDT,0
08/02/2023 01:00 AM EDT,0
08/02/2023 01:05 AM EDT,0
08/02/2023 01:10 AM EDT,0
08/02/2023 01:15 AM EDT,0
08/02/2023 01:20 AM EDT,0
08/02/2023 01:25 AM EDT,0
08/02/2023 01:30 AM EDT,0
08/02/2023 01:35 AM EDT,0
08/02/2023 01:40 AM EDT,0
08/02/2023 01:45 AM EDT,0
08/02/2023 01:50 AM EDT,0
08/02/2023 01:55 AM EDT,0
08/02/2023 02:00 AM EDT,0
08/02/2023 02:05 AM EDT,0
08/02/2023 02:10 AM EDT,0
08/02/2023 02:15 AM EDT,0
08/02/2023 02:20 AM EDT,0
08/02/2023 02:25 AM EDT,0
08/02/2023 02:30 AM EDT,0
08/02/2023 02:35 AM EDT,0
08/02/2023 02:40 AM EDT,0
08/02/2023 02:45 AM EDT,0
08/02/2023 02:50 AM EDT,0
08/02/2023 02:55 AM EDT,0
08/02/2023 03:00 AM EDT,0
08/02/2023 03:05 AM EDT,0
08/02/2023 03:10 AM EDT,0
08/02/2023 03:15 AM EDT,0
08/02/2023 03:20 AM EDT,0
08/02/2023 03:25 AM EDT,0
