Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh)
2023-07-01 00:00:00 -0400,0,0,0,0
2023-07-01 00:15:00 -0400,0,0,0,0
2023-07-01 00:30:00 -0400,0,0,0,0
2023-07-01 00:45:00 -0400,0,0,0,0
2023-07-01 01:00:00 -0400,0,0,0,0
2023-07-01 01:15:00 -0400,0,0,0,0
2023-07-01 01:30:00 -0400,0,0,0,0
2023-07-01 01:45:00 -0400,0,0,0,0
2023-07-01 02:00:00 -0400,0,0,0,0
2023-07-01 02:15:00 -0400,0,0,0,0
2023-07-01 02:30:00 -0400,0,0,0,0
2023-07-01 02:45:00 -0400,0,0,0,0
2023-07-01 03:00:00 -0400,0,0,0,0
2023-07-01 03:15:00 -0400,0,0,0,0
2023-07-01 03:30:00 -0400,0,0,0,0
2023-07-01 03:45:00 -0400,0,0,0,0
2023-07-01 04:00:00 -0400,0,0,0,0
2023-07-01 04:15:00 -0400,0,0,0,0
2023-07-01 04:30:00 -0400,0,0,0,0
2023-07-01 04:45:00 -0400,0,0,0,0
2023-07-01 05:00:00 -0400,0,0,0,0
2023-07-01 05:15:00 -0400,0,0,0,0
2023-07-01 05:30:00 -0400,0,0,0,0
2023-07-01 05:45:00 -0400,0,0,0,0
2023-07-01 06:00:00 -0400,0,0,0,0
2023-07-01 06:15:00 -0400,9,12,0,3
2023-07-01 06:30:00 -0400,25,28,0,3
2023-07-01 06:45:00 -0400,42,46,0,4
2023-07-01 07:00:00 -0400,54,60,0,6
2023-07-01 07:15:00 -0400,56,58,0,2
2023-07-01 07:30:00 -0400,83,86,0,3
2023-07-01 07:45:00 -0400,108,114,0,6
2023-07-01 08:00:00 -0400,119,122,0,3
2023-07-01 08:15:00 -0400,157,158,0,1
2023-07-01 08:30:00 -0400,232,236,0,4
2023-07-01 08:45:00 -0400,274,276,0,2
2023-07-01 09:00:00 -0400,264,268,0,4
2023-07-01 09:15:00 -0400,177,174,3,0
2023-07-01 09:30:00 -0400,402,401,1,0
2023-07-01 09:45:00 -0400,620,619,1,0
2023-07-01 10:00:00 -0400,855,846,9,0
2023-07-01 10:15:00 -0400,941,932,9,0
2023-07-01 10:30:00 -0400,1010,1008,2,0
2023-07-01 10:45:00 -0400,964,948,16,0
2023-07-01 11:00:00 -0400,777,762,15,0
2023-07-01 11:15:00 -0400,906,914,0,8
2023-07-01 11:30:00 -0400,824,815,9,0
2023-07-01 11:45:00 -0400,950,941,9,0
2023-07-01 12:00:00 -0400,779,767,12,0
2023-07-01 12:15:00 -0400,812,805,7,0
2023-07-01 12:30:00 -0400,759,755,4,0
2023-07-01 12:45:00 -0400,665,656,9,0
2023-07-01 13:00:00 -0400,631,627,4,0
2023-07-01 13:15:00 -0400,689,684,5,0
2023-07-01 13:30:00 -0400,704,695,9,0
2023-07-01 13:45:00 -0400,617,610,7,0
2023-07-01 14:00:00 -0400,652,632,20,0
2023-07-01 14:15:00 -0400,968,969,0,1
2023-07-01 14:30:00 -0400,990,986,4,0
2023-07-01 14:45:00 -0400,933,899,34,0
2023-07-01 15:00:00 -0400,801,776,25,0
2023-07-01 15:15:00 -0400,707,711,0,4
2023-07-01 15:30:00 -0400,939,948,0,9
2023-07-01 15:45:00 -0400,860,850,10,0
2023-07-01 16:00:00 -0400,633,630,3,0
2023-07-01 16:15:00 -0400,259,265,0,6
2023-07-01 16:30:00 -0400,126,129,0,3
2023-07-01 16:45:00 -0400,40,44,0,4
2023-07-01 17:00:00 -0400,5,5,0,0
2023-07-01 17:15:00 -0400,0,0,0,0
2023-07-01 17:30:00 -0400,0,0,0,0
2023-07-01 17:45:00 -0400,0,0,0,0
2023-07-01 18:00:00 -0400,0,0,0,0
2023-07-01 18:15:00 -0400,0,0,0,0
2023-07-01 18:30:00 -0400,0,0,0,0
2023-07-01 18:45:00 -0400,0,0,0,0
2023-07-01 19:00:00 -0400,0,0,0,0
2023-07-01 19:15:00 -0400,1,2,0,1
2023-07-01 19:30:00 -0400,2,5,0,3
2023-07-01 19:45:00 -0400,4,7,0,3
2023-07-01 20:00:00 -0400,25,30,0,5
2023-07-01 20:15:00 -0400,16,19,0,3
2023-07-01 20:30:00 -0400,1,0,1,0
2023-07-01 20:45:00 -0400,0,0,0,0
2023-07-01 21:00:00 -0400,0,0,0,0
2023-07-01 21:15:00 -0400,0,0,0,0
2023-07-01 21:30:00 -0400,0,0,0,0
2023-07-01 21:45:00 -0400,0,0,0,0
2023-07-01 22:00:00 -0400,0,0,0,0
2023-07-01 22:15:00 -0400,0,0,0,0
2023-07-01 22:30:00 -0400,0,0,0,0
2023-07-01 22:45:00 -0400,0,0,0,0
2023-07-01 23:00:00 -0400,0,0,0,0
2023-07-01 23:15:00 -0400,0,0,0,0
2023-07-01 23:30:00 -0400,0,0,0,0
2023-07-01 23:45:00 -0400,0,0,0,0
2023-07-02 00:00:00 -0400,0,0,0,0
2023-07-02 00:15:00 -0400,0,0,0,0
2023-07-02 00:30:00 -0400,0,0,0,0
2023-07-02 00:45:00 -0400,0,0,0,0
2023-07-02 01:00:00 -0400,0,0,0,0
2023-07-02 01:15:00 -0400,0,0,0,0
2023-07-02 01:30:00 -0400,0,0,0,0
2023-07-02 01:45:00 -0400,0,0,0,0
2023-07-02 02:00:00 -0400,0,0,0,0
2023-07-02 02:15:00 -0400,0,0,0,0
2023-07-02 02:30:00 -0400,0,0,0,0
2023-07-02 02:45:00 -0400,0,0,0,0
2023-07-02 03:00:00 -0400,0,0,0,0
2023-07-02 03:15:00 -0400,0,0,0,0
2023-07-02 03:30:00 -0400,0,0,0,0
2023-07-02 03:45:00 -0400,0,0,0,0
2023-07-02 04:00:00 -0400,0,0,0,0
2023-07-02 04:15:00 -0400,0,0,0,0
2023-07-02 04:30:00 -0400,0,0,0,0
2023-07-02 04:45:00 -0400,0,0,0,0
2023-07-02 05:00:00 -0400,0,0,0,0
2023-07-02 05:15:00 -0400,0,0,0,0
2023-07-02 05:30:00 -0400,0,0,0,0
2023-07-02 05:45:00 -0400,0,0,0,0
2023-07-02 06:00:00 -0400,0,0,0,0
2023-07-02 06:15:00 -0400,2,4,0,2
2023-07-02 06:30:00 -0400,11,13,0,2
2023-07-02 06:45:00 -0400,18,22,0,4
2023-07-02 07:00:00 -0400,29,32,0,3
2023-07-02 07:15:00 -0400,44,49,0,5
2023-07-02 07:30:00 -0400,61,66,0,5
2023-07-02 07:45:00 -0400,62,66,0,4
2023-07-02 08:00:00 -0400,85,88,0,3
2023-07-02 08:15:00 -0400,137,140,0,3
2023-07-02 08:30:00 -0400,174,176,0,2
2023-07-02 08:45:00 -0400,192,194,0,2
2023-07-02 09:00:00 -0400,281,284,0,3
2023-07-02 09:15:00 -0400,332,328,4,0
2023-07-02 09:30:00 -0400,460,460,0,0
2023-07-02 09:45:00 -0400,732,714,18,0
2023-07-02 10:00:00 -0400,838,850,0,12
2023-07-02 10:15:00 -0400,1029,1018,11,0
2023-07-02 10:30:00 -0400,1037,1030,7,0
2023-07-02 10:45:00 -0400,927,913,14,0
2023-07-02 11:00:00 -0400,975,951,24,0
2023-07-02 11:15:00 -0400,1085,1097,0,12
2023-07-02 11:30:00 -0400,993,1012,0,19
2023-07-02 11:45:00 -0400,969,948,21,0
2023-07-02 12:00:00 -0400,900,880,20,0
2023-07-02 12:15:00 -0400,852,835,17,0
2023-07-02 12:30:00 -0400,1197,1199,0,2
2023-07-02 12:45:00 -0400,1156,1125,31,0
2023-07-02 13:00:00 -0400,1336,1323,13,0
2023-07-02 13:15:00 -0400,1325,1312,13,0
2023-07-02 13:30:00 -0400,1261,1256,5,0
2023-07-02 13:45:00 -0400,1282,1259,23,0
2023-07-02 14:00:00 -0400,1261,1245,16,0
2023-07-02 14:15:00 -0400,1220,1209,11,0
2023-07-02 14:30:00 -0400,1185,1171,14,0
2023-07-02 14:45:00 -0400,1179,1165,14,0
2023-07-02 15:00:00 -0400,1055,1044,11,0
2023-07-02 15:15:00 -0400,1037,1027,10,0
2023-07-02 15:30:00 -0400,971,964,7,0
2023-07-02 15:45:00 -0400,821,806,15,0
2023-07-02 16:00:00 -0400,597,596,1,0
2023-07-02 16:15:00 -0400,571,557,14,0
2023-07-02 16:30:00 -0400,717,709,8,0
2023-07-02 16:45:00 -0400,624,617,7,0
2023-07-02 17:00:00 -0400,625,620,5,0
2023-07-02 17:15:00 -0400,502,496,6,0
2023-07-02 17:30:00 -0400,346,342,4,0
2023-07-02 17:45:00 -0400,256,253,3,0
2023-07-02 18:00:00 -0400,182,186,0,4
2023-07-02 18:15:00 -0400,108,111,0,3
2023-07-02 18:30:00 -0400,49,52,0,3
2023-07-02 18:45:00 -0400,42,44,0,2
2023-07-02 19:00:00 -0400,66,71,0,5
2023-07-02 19:15:00 -0400,50,53,0,3
2023-07-02 19:30:00 -0400,30,34,0,4
2023-07-02 19:45:00 -0400,9,14,0,5
2023-07-02 20:00:00 -0400,2,4,0,2
2023-07-02 20:15:00 -0400,1,0,1,0
2023-07-02 20:30:00 -0400,0,0,0,0
2023-07-02 20:45:00 -0400,0,0,0,0
2023-07-02 21:00:00 -0400,0,0,0,0
2023-07-02 21:15:00 -0400,0,0,0,0
2023-07-02 21:30:00 -0400,0,0,0,0
2023-07-02 21:45:00 -0400,0,0,0,0
2023-07-02 22:00:00 -0400,0,0,0,0
2023-07-02 22:15:00 -0400,0,0,0,0
2023-07-02 22:30:00 -0400,0,0,0,0
2023-07-02 22:45:00 -0400,0,0,0,0
2023-07-02 23:00:00 -0400,0,0,0,0
2023-07-02 23:15:00 -0400,0,0,0,0
2023-07-02 23:30:00 -0400,0,0,0,0
2023-07-02 23:45:00 -0400,0,0,0,0
2023-07-03 00:00:00 -0400,0,0,0,0
2023-07-03 00:15:00 -0400,0,0,0,0
2023-07-03 00:30:00 -0400,0,0,0,0
2023-07-03 00:45:00 -0400,0,0,0,0
2023-07-03 01:00:00 -0400,0,0,0,0
2023-07-03 01:15:00 -0400,0,0,0,0
2023-07-03 01:30:00 -0400,0,0,0,0
2023-07-03 01:45:00 -0400,0,0,0,0
2023-07-03 02:00:00 -0400,0,0,0,0
2023-07-03 02:15:00 -0400,0,0,0,0
2023-07-03 02:30:00 -0400,0,0,0,0
2023-07-03 02:45:00 -0400,0,0,0,0
2023-07-03 03:00:00 -0400,0,0,0,0
2023-07-03 03:15:00 -0400,0,0,0,0
2023-07-03 03:30:00 -0400,0,0,0,0
2023-07-03 03:45:00 -0400,0,0,0,0
2023-07-03 04:00:00 -0400,0,0,0,0
2023-07-03 04:15:00 -0400,0,0,0,0
2023-07-03 04:30:00 -0400,0,0,0,0
2023-07-03 04:45:00 -0400,0,0,0,0
2023-07-03 05:00:00 -0400,0,0,0,0
2023-07-03 05:15:00 -0400,0,0,0,0
2023-07-03 05:30:00 -0400,0,0,0,0
2023-07-03 05:45:00 -0400,0,0,0,0
2023-07-03 06:00:00 -0400,0,0,0,0
2023-07-03 06:15:00 -0400,3,4,0,1
2023-07-03 06:30:00 -0400,24,28,0,4
2023-07-03 06:45:00 -0400,28,32,0,4
2023-07-03 07:00:00 -0400,27,31,0,4
2023-07-03 07:15:00 -0400,45,49,0,4
2023-07-03 07:30:00 -0400,68,72,0,4
2023-07-03 07:45:00 -0400,119,124,0,5
2023-07-03 08:00:00 -0400,141,144,0,3
2023-07-03 08:15:00 -0400,179,184,0,5
2023-07-03 08:30:00 -0400,133,131,2,0
2023-07-03 08:45:00 -0400,184,188,0,4
2023-07-03 09:00:00 -0400,310,313,0,3
2023-07-03 09:15:00 -0400,427,421,6,0
2023-07-03 09:30:00 -0400,296,294,2,0
2023-07-03 09:45:00 -0400,571,576,0,5
2023-07-03 10:00:00 -0400,822,810,12,0
2023-07-03 10:15:00 -0400,855,849,6,0
2023-07-03 10:30:00 -0400,960,957,3,0
2023-07-03 10:45:00 -0400,826,802,24,0
2023-07-03 11:00:00 -0400,939,917,22,0
2023-07-03 11:15:00 -0400,853,860,0,7
2023-07-03 11:30:00 -0400,596,597,0,1
2023-07-03 11:45:00 -0400,658,643,15,0
2023-07-03 12:00:00 -0400,584,583,1,0
2023-07-03 12:15:00 -0400,908,895,13,0
2023-07-03 12:30:00 -0400,1251,1239,12,0
2023-07-03 12:45:00 -0400,1097,1064,33,0
2023-07-03 13:00:00 -0400,1143,1148,0,5
2023-07-03 13:15:00 -0400,1142,1135,7,0
2023-07-03 13:30:00 -0400,706,714,0,8
2023-07-03 13:45:00 -0400,371,350,21,0
2023-07-03 14:00:00 -0400,219,219,0,0
2023-07-03 14:15:00 -0400,257,261,0,4
2023-07-03 14:30:00 -0400,302,299,3,0
2023-07-03 14:45:00 -0400,333,332,1,0
2023-07-03 15:00:00 -0400,287,282,5,0
2023-07-03 15:15:00 -0400,708,699,9,0
2023-07-03 15:30:00 -0400,763,747,16,0
2023-07-03 15:45:00 -0400,737,741,0,4
2023-07-03 16:00:00 -0400,427,425,2,0
2023-07-03 16:15:00 -0400,320,316,4,0
2023-07-03 16:30:00 -0400,284,286,0,2
2023-07-03 16:45:00 -0400,373,366,7,0
2023-07-03 17:00:00 -0400,364,365,0,1
2023-07-03 17:15:00 -0400,355,347,8,0
2023-07-03 17:30:00 -0400,442,440,2,0
2023-07-03 17:45:00 -0400,280,282,0,2
2023-07-03 18:00:00 -0400,84,84,0,0
2023-07-03 18:15:00 -0400,87,91,0,4
2023-07-03 18:30:00 -0400,101,106,0,5
2023-07-03 18:45:00 -0400,108,112,0,4
2023-07-03 19:00:00 -0400,71,74,0,3
