Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh)
2023-06-01 00:00:00 -0400,0,0,0,0
2023-06-01 00:15:00 -0400,0,0,0,0
2023-06-01 00:30:00 -0400,0,0,0,0
2023-06-01 00:45:00 -0400,0,0,0,0
2023-06-01 01:00:00 -0400,0,0,0,0
2023-06-01 01:15:00 -0400,0,0,0,0
2023-06-01 01:30:00 -0400,0,0,0,0
2023-06-01 01:45:00 -0400,0,0,0,0
2023-06-01 02:00:00 -0400,0,0,0,0
2023-06-01 02:15:00 -0400,0,0,0,0
2023-06-01 02:30:00 -0400,0,0,0,0
2023-06-01 02:45:00 -0400,0,0,0,0
2023-06-01 03:00:00 -0400,0,0,0,0
2023-06-01 03:15:00 -0400,0,0,0,0
2023-06-01 03:30:00 -0400,0,0,0,0
2023-06-01 03:45:00 -0400,0,0,0,0
2023-06-01 04:00:00 -0400,0,0,0,0
2023-06-01 04:15:00 -0400,0,0,0,0
2023-06-01 04:30:00 -0400,0,0,0,0
2023-06-01 04:45:00 -0400,0,0,0,0
2023-06-01 05:00:00 -0400,0,0,0,0
2023-06-01 05:15:00 -0400,0,0,0,0
2023-06-01 05:30:00 -0400,0,0,0,0
2023-06-01 05:45:00 -0400,0,0,0,0
2023-06-01 06:00:00 -0400,1,0,1,0
2023-06-01 06:15:00 -0400,13,0,13,0
2023-06-01 06:30:00 -0400,27,0,27,0
2023-06-01 06:45:00 -0400,35,0,35,0
2023-06-01 07:00:00 -0400,41,0,41,0
2023-06-01 07:15:00 -0400,54,0,54,0
2023-06-01 07:30:00 -0400,70,0,70,0
2023-06-01 07:45:00 -0400,82,0,82,0
2023-06-01 08:00:00 -0400,101,0,101,0
2023-06-01 08:15:00 -0400,112,0,112,0
2023-06-01 08:30:00 -0400,116,0,116,0
2023-06-01 08:45:00 -0400,133,0,133,0
2023-06-01 09:00:00 -0400,243,0,243,0
2023-06-01 09:15:00 -0400,470,0,470,0
2023-06-01 09:30:00 -0400,693,0,693,0
2023-06-01 09:45:00 -0400,995,0,995,0
2023-06-01 10:00:00 -0400,889,0,889,0
2023-06-01 10:15:00 -0400,852,0,852,0
2023-06-01 10:30:00 -0400,1151,0,1151,0
2023-06-01 10:45:00 -0400,538,0,538,0
2023-06-01 11:00:00 -0400,573,0,573,0
2023-06-01 11:15:00 -0400,547,0,547,0
2023-06-01 11:30:00 -0400,642,0,642,0
2023-06-01 11:45:00 -0400,872,0,872,0
2023-06-01 12:00:00 -0400,870,0,870,0
2023-06-01 12:15:00 -0400,772,0,772,0
2023-06-01 12:30:00 -0400,775,0,775,0
2023-06-01 12:45:00 -0400,837,0,837,0
2023-06-01 13:00:00 -0400,610,0,610,0
2023-06-01 13:15:00 -0400,531,0,531,0
2023-06-01 13:30:00 -0400,559,0,559,0
2023-06-01 13:45:00 -0400,284,0,284,0
2023-06-01 14:00:00 -0400,423,0,423,0
2023-06-01 14:15:00 -0400,196,0,196,0
2023-06-01 14:30:00 -0400,430,0,430,0
2023-06-01 14:45:00 -0400,686,0,686,0
2023-06-01 15:00:00 -0400,332,0,332,0
2023-06-01 15:15:00 -0400,318,0,318,0
2023-06-01 15:30:00 -0400,231,0,231,0
2023-06-01 15:45:00 -0400,678,0,678,0
2023-06-01 16:00:00 -0400,388,0,388,0
2023-06-01 16:15:00 -0400,707,0,707,0
2023-06-01 16:30:00 -0400,402,0,402,0
2023-06-01 16:45:00 -0400,98,0,98,0
2023-06-01 17:00:00 -0400,208,0,208,0
2023-06-01 17:15:00 -0400,195,0,195,0
2023-06-01 17:30:00 -0400,444,0,444,0
2023-06-01 17:45:00 -0400,198,0,198,0
2023-06-01 18:00:00 -0400,132,0,132,0
2023-06-01 18:15:00 -0400,155,0,155,0
2023-06-01 18:30:00 -0400,115,0,115,0
2023-06-01 18:45:00 -0400,21,0,21,0
2023-06-01 19:00:00 -0400,65,0,65,0
2023-06-01 19:15:00 -0400,57,0,57,0
2023-06-01 19:30:00 -0400,43,0,43,0
2023-06-01 19:45:00 -0400,16,0,16,0
2023-06-01 20:00:00 -0400,5,0,5,0
2023-06-01 20:15:00 -0400,0,0,0,0
2023-06-01 20:30:00 -0400,0,0,0,0
2023-06-01 20:45:00 -0400,0,0,0,0
2023-06-01 21:00:00 -0400,0,0,0,0
2023-06-01 21:15:00 -0400,0,0,0,0
2023-06-01 21:30:00 -0400,0,0,0,0
