Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh)
2023-11-01 00:00:00 -0400,0,0,0,0
2023-11-01 00:15:00 -0400,0,0,0,0
2023-11-01 00:30:00 -0400,0,0,0,0
2023-11-01 00:45:00 -0400,0,0,0,0
2023-11-01 01:00:00 -0400,0,0,0,0
2023-11-01 01:15:00 -0400,0,0,0,0
2023-11-01 01:30:00 -0400,0,0,0,0
2023-11-01 01:45:00 -0400,0,0,0,0
2023-11-01 02:00:00 -0400,0,0,0,0
2023-11-01 02:15:00 -0400,0,0,0,0
2023-11-01 02:30:00 -0400,0,0,0,0
2023-11-01 02:45:00 -0400,0,0,0,0
2023-11-01 03:00:00 -0400,0,0,0,0
2023-11-01 03:15:00 -0400,0,0,0,0
2023-11-01 03:30:00 -0400,0,0,0,0
2023-11-01 03:45:00 -0400,0,0,0,0
2023-11-01 04:00:00 -0400,0,0,0,0
2023-11-01 04:15:00 -0400,0,0,0,0
2023-11-01 04:30:00 -0400,0,0,0,0
2023-11-01 04:45:00 -0400,0,0,0,0
2023-11-01 05:00:00 -0400,0,0,0,0
2023-11-01 05:15:00 -0400,0,0,0,0
2023-11-01 05:30:00 -0400,0,0,0,0
2023-11-01 05:45:00 -0400,0,0,0,0
2023-11-01 06:00:00 -0400,0,0,0,0
2023-11-01 06:15:00 -0400,0,0,0,0
2023-11-01 06:30:00 -0400,0,0,0,0
2023-11-01 06:45:00 -0400,0,0,0,0
2023-11-01 07:00:00 -0400,0,0,0,0
2023-11-01 07:15:00 -0400,0,0,0,0
2023-11-01 07:30:00 -0400,0,0,0,0
2023-11-01 07:45:00 -0400,0,0,0,0
2023-11-01 08:00:00 -0400,4,7,0,3
2023-11-01 08:15:00 -0400,14,19,0,5
2023-11-01 08:30:00 -0400,21,25,0,4
2023-11-01 08:45:00 -0400,27,31,0,4
2023-11-01 09:00:00 -0400,35,39,0,4
2023-11-01 09:15:00 -0400,56,60,0,4
2023-11-01 09:30:00 -0400,77,81,0,4
2023-11-01 09:45:00 -0400,91,95,0,4
2023-11-01 10:00:00 -0400,89,92,0,3
2023-11-01 10:15:00 -0400,84,89,0,5
2023-11-01 10:30:00 -0400,81,86,0,5
2023-11-01 10:45:00 -0400,78,82,0,4
2023-11-01 11:00:00 -0400,85,88,0,3
2023-11-01 11:15:00 -0400,99,102,0,3
2023-11-01 11:30:00 -0400,187,188,0,1
2023-11-01 11:45:00 -0400,294,291,3,0
2023-11-01 12:00:00 -0400,375,383,0,8
2023-11-01 12:15:00 -0400,551,540,11,0
2023-11-01 12:30:00 -0400,742,736,6,0
2023-11-01 12:45:00 -0400,847,843,4,0
2023-11-01 13:00:00 -0400,768,762,6,0
2023-11-01 13:15:00 -0400,587,579,8,0
2023-11-01 13:30:00 -0400,405,401,4,0
2023-11-01 13:45:00 -0400,302,300,2,0
2023-11-01 14:00:00 -0400,251,250,1,0
2023-11-01 14:15:00 -0400,266,268,0,2
2023-11-01 14:30:00 -0400,227,228,0,1
2023-11-01 14:45:00 -0400,192,195,0,3
2023-11-01 15:00:00 -0400,117,119,0,2
2023-11-01 15:15:00 -0400,81,85,0,4
2023-11-01 15:30:00 -0400,74,79,0,5
2023-11-01 15:45:00 -0400,54,58,0,4
2023-11-01 16:00:00 -0400,57,60,0,3
2023-11-01 16:15:00 -0400,53,58,0,5
2023-11-01 16:30:00 -0400,46,50,0,4
2023-11-01 16:45:00 -0400,52,56,0,4
2023-11-01 17:00:00 -0400,38,42,0,4
2023-11-01 17:15:00 -0400,24,28,0,4
2023-11-01 17:30:00 -0400,13,16,0,3
2023-11-01 17:45:00 -0400,6,12,0,6
2023-11-01 18:00:00 -0400,1,2,0,1
2023-11-01 18:15:00 -0400,0,0,0,0
2023-11-01 18:30:00 -0400,0,0,0,0
2023-11-01 18:45:00 -0400,0,0,0,0
2023-11-01 19:00:00 -0400,0,0,0,0
2023-11-01 19:15:00 -0400,0,0,0,0
2023-11-01 19:30:00 -0400,0,0,0,0
2023-11-01 19:45:00 -0400,0,0,0,0
2023-11-01 20:00:00 -0400,0,0,0,0
2023-11-01 20:15:00 -0400,0,0,0,0
2023-11-01 20:30:00 -0400,0,0,0,0
2023-11-01 20:45:00 -0400,0,0,0,0
2023-11-01 21:00:00 -0400,0,0,0,0
2023-11-01 21:15:00 -0400,0,0,0,0
2023-11-01 21:30:00 -0400,0,0,0,0
2023-11-01 21:45:00 -0400,0,0,0,0
2023-11-01 22:00:00 -0400,0,0,0,0
2023-11-01 22:15:00 -0400,0,0,0,0
2023-11-01 22:30:00 -0400,0,0,0,0
2023-11-01 22:45:00 -0400,0,0,0,0
2023-11-01 23:00:00 -0400,0,0,0,0
2023-11-01 23:15:00 -0400,0,0,0,0
2023-11-01 23:30:00 -0400,0,0,0,0
2023-11-01 23:45:00 -0400,0,0,0,0
2023-11-02 00:00:00 -0400,0,0,0,0
2023-11-02 00:15:00 -0400,0,0,0,0
2023-11-02 00:30:00 -0400,0,0,0,0
2023-11-02 00:45:00 -0400,0,0,0,0
2023-11-02 01:00:00 -0400,0,0,0,0
2023-11-02 01:15:00 -0400,0,0,0,0
2023-11-02 01:30:00 -0400,0,0,0,0
2023-11-02 01:45:00 -0400,0,0,0,0
2023-11-02 02:00:00 -0400,0,0,0,0
2023-11-02 02:15:00 -0400,0,0,0,0
2023-11-02 02:30:00 -0400,0,0,0,0
2023-11-02 02:45:00 -0400,0,0,0,0
2023-11-02 03:00:00 -0400,0,0,0,0
2023-11-02 03:15:00 -0400,0,0,0,0
2023-11-02 03:30:00 -0400,0,0,0,0
2023-11-02 03:45:00 -0400,0,0,0,0
2023-11-02 04:00:00 -0400,0,0,0,0
2023-11-02 04:15:00 -0400,0,0,0,0
2023-11-02 04:30:00 -0400,0,0,0,0
2023-11-02 04:45:00 -0400,0,0,0,0
2023-11-02 05:00:00 -0400,0,0,0,0
2023-11-02 05:15:00 -0400,0,0,0,0
2023-11-02 05:30:00 -0400,0,0,0,0
2023-11-02 05:45:00 -0400,0,0,0,0
2023-11-02 06:00:00 -0400,0,0,0,0
2023-11-02 06:15:00 -0400,0,0,0,0
2023-11-02 06:30:00 -0400,0,0,0,0
2023-11-02 06:45:00 -0400,0,0,0,0
2023-11-02 07:00:00 -0400,0,0,0,0
2023-11-02 07:15:00 -0400,0,0,0,0
2023-11-02 07:30:00 -0400,0,0,0,0
2023-11-02 07:45:00 -0400,0,2,0,2
2023-11-02 08:00:00 -0400,7,12,0,5
2023-11-02 08:15:00 -0400,14,18,0,4
2023-11-02 08:30:00 -0400,20,24,0,4
2023-11-02 08:45:00 -0400,26,30,0,4
2023-11-02 09:00:00 -0400,33,37,0,4
2023-11-02 09:15:00 -0400,56,60,0,4
2023-11-02 09:30:00 -0400,78,81,0,3
2023-11-02 09:45:00 -0400,90,96,0,6
2023-11-02 10:00:00 -0400,78,81,0,3
2023-11-02 10:15:00 -0400,76,81,0,5
2023-11-02 10:30:00 -0400,74,78,0,4
2023-11-02 10:45:00 -0400,70,74,0,4
2023-11-02 11:00:00 -0400,69,74,0,5
2023-11-02 11:15:00 -0400,77,80,0,3
2023-11-02 11:30:00 -0400,99,102,0,3
2023-11-02 11:45:00 -0400,209,206,3,0
2023-11-02 12:00:00 -0400,226,229,0,3
2023-11-02 12:15:00 -0400,399,398,1,0
2023-11-02 12:30:00 -0400,625,624,1,0
2023-11-02 12:45:00 -0400,765,761,4,0
2023-11-02 13:00:00 -0400,718,715,3,0
2023-11-02 13:15:00 -0400,502,497,5,0
2023-11-02 13:30:00 -0400,348,346,2,0
2023-11-02 13:45:00 -0400,290,292,0,2
2023-11-02 14:00:00 -0400,250,249,1,0
2023-11-02 14:15:00 -0400,258,259,0,1
2023-11-02 14:30:00 -0400,220,220,0,0
2023-11-02 14:45:00 -0400,185,190,0,5
2023-11-02 15:00:00 -0400,116,118,0,2
2023-11-02 15:15:00 -0400,76,80,0,4
2023-11-02 15:30:00 -0400,66,71,0,5
2023-11-02 15:45:00 -0400,50,53,0,3
2023-11-02 16:00:00 -0400,53,57,0,4
2023-11-02 16:15:00 -0400,45,50,0,5
2023-11-02 16:30:00 -0400,41,44,0,3
2023-11-02 16:45:00 -0400,53,58,0,5
2023-11-02 17:00:00 -0400,38,40,0,2
2023-11-02 17:15:00 -0400,22,27,0,5
2023-11-02 17:30:00 -0400,12,16,0,4
2023-11-02 17:45:00 -0400,5,9,0,4
2023-11-02 18:00:00 -0400,1,2,0,1
2023-11-02 18:15:00 -0400,0,0,0,0
2023-11-02 18:30:00 -0400,0,0,0,0
2023-11-02 18:45:00 -0400,0,0,0,0
2023-11-02 19:00:00 -0400,0,0,0,0
2023-11-02 19:15:00 -0400,0,0,0,0
2023-11-02 19:30:00 -0400,0,0,0,0
2023-11-02 19:45:00 -0400,0,0,0,0
2023-11-02 20:00:00 -0400,0,0,0,0
2023-11-02 20:15:00 -0400,0,0,0,0
2023-11-02 20:30:00 -0400,0,0,0,0
2023-11-02 20:45:00 -0400,0,0,0,0
2023-11-02 21:00:00 -0400,0,0,0,0
2023-11-02 21:15:00 -0400,0,0,0,0
2023-11-02 21:30:00 -0400,0,0,0,0
2023-11-02 21:45:00 -0400,0,0,0,0
2023-11-02 22:00:00 -0400,0,0,0,0
2023-11-02 22:15:00 -0400,0,0,0,0
2023-11-02 22:30:00 -0400,0,0,0,0
2023-11-02 22:45:00 -0400,0,0,0,0
2023-11-02 23:00:00 -0400,0,0,0,0
2023-11-02 23:15:00 -0400,0,0,0,0
2023-11-02 23:30:00 -0400,0,0,0,0
2023-11-02 23:45:00 -0400,0,0,0,0
2023-11-03 00:00:00 -0400,0,0,0,0
2023-11-03 00:15:00 -0400,0,0,0,0
2023-11-03 00:30:00 -0400,0,0,0,0
2023-11-03 00:45:00 -0400,0,0,0,0
2023-11-03 01:00:00 -0400,0,0,0,0
2023-11-03 01:15:00 -0400,0,0,0,0
2023-11-03 01:30:00 -0400,0,0,0,0
2023-11-03 01:45:00 -0400,0,0,0,0
2023-11-03 02:00:00 -0400,0,0,0,0
2023-11-03 02:15:00 -0400,0,0,0,0
2023-11-03 02:30:00 -0400,0,0,0,0
2023-11-03 02:45:00 -0400,0,0,0,0
2023-11-03 03:00:00 -0400,0,0,0,0
2023-11-03 03:15:00 -0400,0,0,0,0
2023-11-03 03:30:00 -0400,0,0,0,0
2023-11-03 03:45:00 -0400,0,0,0,0
2023-11-03 04:00:00 -0400,0,0,0,0
2023-11-03 04:15:00 -0400,0,0,0,0
2023-11-03 04:30:00 -0400,0,0,0,0
2023-11-03 04:45:00 -0400,0,0,0,0
2023-11-03 05:00:00 -0400,0,0,0,0
2023-11-03 05:15:00 -0400,0,0,0,0
2023-11-03 05:30:00 -0400,0,0,0,0
2023-11-03 05:45:00 -0400,0,0,0,0
2023-11-03 06:00:00 -0400,0,0,0,0
2023-11-03 06:15:00 -0400,0,0,0,0
2023-11-03 06:30:00 -0400,0,0,0,0
2023-11-03 06:45:00 -0400,0,0,0,0
2023-11-03 07:00:00 -0400,0,0,0,0
2023-11-03 07:15:00 -0400,0,0,0,0
2023-11-03 07:30:00 -0400,0,0,0,0
2023-11-03 07:45:00 -0400,0,2,0,2
2023-11-03 08:00:00 -0400,7,10,0,3
2023-11-03 08:15:00 -0400,13,18,0,5
2023-11-03 08:30:00 -0400,20,24,0,4
2023-11-03 08:45:00 -0400,25,30,0,5
2023-11-03 09:00:00 -0400,32,35,0,3
2023-11-03 09:15:00 -0400,54,59,0,5
2023-11-03 09:30:00 -0400,77,80,0,3
2023-11-03 09:45:00 -0400,89,94,0,5
2023-11-03 10:00:00 -0400,75,80,0,5
2023-11-03 10:15:00 -0400,75,78,0,3
