Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
Back Fence,Temp & Humidity Sensor,2020/04/22 12:00 AM,48.9,78.0,42.3,47.2,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:05 AM,48.9,78.0,42.3,47.2,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:10 AM,48.7,79.0,42.5,47.0,,,29.87,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:15 AM,48.7,80.0,42.8,47.0,,,29.87,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:20 AM,48.9,80.0,43.0,47.2,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:25 AM,49.2,80.0,43.3,47.6,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:30 AM,49.2,82.0,43.9,47.7,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:35 AM,49.2,81.0,43.6,47.6,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:40 AM,49.2,83.0,44.3,47.7,,,29.89,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:45 AM,49.1,82.0,43.8,47.6,,,29.89,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:50 AM,48.9,82.0,43.7,47.3,,,29.89,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 12:55 AM,48.7,83.0,43.8,47.2,,,29.9,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:00 AM,48.5,83.0,43.6,47.0,,,29.9,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:05 AM,48.5,85.0,44.2,47.0,,,29.9,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:10 AM,48.5,85.0,44.2,47.0,,,29.9,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:15 AM,48.9,83.0,44.0,47.4,,,29.91,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:20 AM,49.2,82.0,43.9,47.7,,,29.91,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:25 AM,49.4,81.0,43.8,47.8,,,29.91,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:30 AM,49.4,81.0,43.8,47.8,,,29.91,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:35 AM,49.4,81.0,43.8,47.8,,,29.91,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:40 AM,49.2,81.0,43.6,47.6,,,29.91,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:45 AM,49.1,81.0,43.5,47.5,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:50 AM,48.9,81.0,43.3,47.3,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 1:55 AM,48.7,81.0,43.1,47.1,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:00 AM,48.5,81.0,42.9,46.9,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:05 AM,48.2,81.0,42.6,46.5,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:10 AM,48.0,83.0,43.1,46.4,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:15 AM,47.6,84.0,43.0,46.0,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:20 AM,47.4,83.0,42.5,45.7,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:25 AM,47.3,82.0,42.1,45.6,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:30 AM,46.9,82.0,41.7,45.1,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:35 AM,46.7,81.0,41.2,44.9,,,29.92,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:40 AM,46.7,80.0,40.9,44.8,,,29.93,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:45 AM,46.5,81.0,41.0,44.7,,,29.93,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:50 AM,46.5,81.0,41.0,44.7,,,29.93,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 2:55 AM,46.7,81.0,41.2,44.9,,,29.93,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 3:00 AM,46.9,81.0,41.4,45.1,,,29.93,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 3:05 AM,46.9,81.0,41.4,45.1,,,29.93,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 3:10 AM,46.7,81.0,41.2,44.9,,,29.94,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 3:15 AM,46.5,81.0,41.0,44.7,,,29.94,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 3:20 AM,46.4,84.0,41.8,44.7,,,29.94,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2020/04/22 3:25 AM,46.4,81.0,40.9,44.5,,,29.95,,,,,,,,,,,,,
