Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
Back Fence,Temp & Humidity Sensor,2023/05/16 12:00 AM,64.5,74.0,56.0,64.1,,,30.17,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:05 AM,64.5,75.0,56.4,64.2,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:10 AM,64.5,75.0,56.4,64.2,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:15 AM,64.5,75.0,56.4,64.2,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:20 AM,64.4,75.0,56.3,64.1,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:25 AM,64.5,75.0,56.4,64.2,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:30 AM,64.5,76.0,56.8,64.2,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:35 AM,64.5,76.0,56.8,64.2,,,30.16,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:40 AM,64.5,76.0,56.8,64.2,,,30.15,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:45 AM,64.5,76.0,56.8,64.2,,,30.15,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:50 AM,64.5,76.0,56.8,64.2,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 12:55 AM,64.4,76.0,56.7,64.1,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:00 AM,64.0,77.0,56.6,63.7,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:05 AM,64.0,77.0,56.6,63.7,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:10 AM,64.0,77.0,56.6,63.7,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:15 AM,64.0,77.0,56.6,63.7,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:20 AM,64.0,77.0,56.6,63.7,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:25 AM,64.0,77.0,56.6,63.7,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:30 AM,63.8,77.0,56.4,63.5,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:35 AM,63.8,77.0,56.4,63.5,,,30.14,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:40 AM,63.6,77.0,56.3,63.3,,,30.13,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:45 AM,63.5,77.0,56.2,63.2,,,30.13,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:50 AM,63.5,77.0,56.2,63.2,,,30.12,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 1:55 AM,63.5,77.0,56.2,63.2,,,30.12,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 2:00 AM,63.5,77.0,56.2,63.2,,,30.12,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2023/05/16 2:05 AM,63.3,77.0,56.0,62.9,,,30.12,,,,,,,,,,,,,
