Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:00 AM,65.8,53.0,48.2,64.6,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:05 AM,65.8,53.0,48.2,64.6,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:10 AM,65.6,52.0,47.5,64.3,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:15 AM,65.6,52.0,47.5,64.3,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:20 AM,65.4,52.0,47.3,64.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:25 AM,65.3,52.0,47.2,64.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:30 AM,65.3,52.0,47.2,64.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:35 AM,65.3,52.0,47.2,64.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:40 AM,65.1,52.0,47.0,63.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:45 AM,64.9,52.0,46.8,63.5,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:50 AM,64.9,52.0,46.8,63.5,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 12:55 AM,64.7,52.0,46.7,63.3,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:00 AM,64.5,52.0,46.5,63.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:05 AM,64.5,52.0,46.5,63.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:10 AM,64.5,52.0,46.5,63.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:15 AM,64.5,52.0,46.5,63.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:20 AM,64.4,52.0,46.4,63.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:25 AM,64.4,52.0,46.4,63.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:30 AM,64.2,52.0,46.2,62.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:35 AM,64.2,52.0,46.2,62.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:40 AM,64.0,52.0,46.0,62.5,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:45 AM,64.0,52.0,46.0,62.5,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:50 AM,64.0,52.0,46.0,62.5,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 1:55 AM,64.0,52.0,46.0,62.5,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:00 AM,63.8,52.0,45.8,62.3,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:05 AM,63.8,52.0,45.8,62.3,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:10 AM,63.6,52.0,45.6,62.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:15 AM,63.6,52.0,45.6,62.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:20 AM,63.6,52.0,45.6,62.1,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:25 AM,63.6,52.0,45.6,62.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:30 AM,63.5,52.0,45.6,62.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:35 AM,63.5,52.0,45.6,62.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:40 AM,63.5,52.0,45.6,62.0,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:45 AM,63.3,53.0,45.9,61.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:50 AM,63.3,53.0,45.9,61.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 2:55 AM,63.3,53.0,45.9,61.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:00 AM,63.3,53.0,45.9,61.8,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:05 AM,63.1,53.0,45.7,61.6,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:10 AM,63.1,53.0,45.7,61.6,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:15 AM,63.1,53.0,45.7,61.6,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:20 AM,63.1,53.0,45.7,61.6,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:25 AM,62.9,53.0,45.5,61.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:30 AM,62.9,53.0,45.5,61.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:35 AM,62.9,53.0,45.5,61.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:40 AM,62.9,53.0,45.5,61.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:45 AM,62.7,53.0,45.3,61.2,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:50 AM,62.7,53.0,45.3,61.2,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 3:55 AM,62.7,53.0,45.3,61.2,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:00 AM,62.6,53.0,45.2,61.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:05 AM,62.6,53.0,45.2,61.1,,,30.24,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:10 AM,62.6,53.0,45.2,61.1,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:15 AM,62.6,53.0,45.2,61.1,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:20 AM,62.4,53.0,45.0,60.8,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:25 AM,62.4,53.0,45.0,60.8,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:30 AM,62.6,53.0,45.2,61.1,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:35 AM,62.7,53.0,45.3,61.2,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:40 AM,63.1,53.0,45.7,61.6,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:45 AM,63.6,52.0,45.6,62.1,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:50 AM,64.0,52.0,46.0,62.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 4:55 AM,64.2,52.0,46.2,62.8,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:00 AM,64.5,52.0,46.5,63.1,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:05 AM,64.9,52.0,46.8,63.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:10 AM,64.9,52.0,46.8,63.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:15 AM,64.9,52.0,46.8,63.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:20 AM,65.3,52.0,47.2,64.0,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:25 AM,65.6,52.0,47.5,64.3,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:30 AM,65.8,52.0,47.7,64.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:35 AM,66.0,52.0,47.9,64.7,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:40 AM,66.3,51.0,47.6,65.0,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:45 AM,66.7,51.0,48.0,65.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:50 AM,66.7,51.0,48.0,65.5,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 5:55 AM,66.7,50.0,47.5,65.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:00 AM,66.3,50.0,47.1,65.0,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:05 AM,66.2,50.0,47.0,64.9,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:10 AM,66.3,50.0,47.1,65.0,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:15 AM,66.5,50.0,47.3,65.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:20 AM,66.7,50.0,47.5,65.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:25 AM,66.5,50.0,47.3,65.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:30 AM,66.7,50.0,47.5,65.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:35 AM,67.1,51.0,48.4,65.9,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:40 AM,67.2,50.0,47.9,66.0,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:45 AM,67.6,50.0,48.3,66.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:50 AM,67.4,50.0,48.1,66.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 6:55 AM,67.1,50.0,47.8,65.9,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:00 AM,67.2,50.0,47.9,66.0,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:05 AM,67.4,50.0,48.1,66.2,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:10 AM,67.6,50.0,48.3,66.4,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:15 AM,67.8,50.0,48.5,66.6,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:20 AM,67.8,50.0,48.5,66.6,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:30 AM,67.6,50.0,48.3,66.4,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:35 AM,67.6,50.0,48.3,66.4,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2023/12/01 7:40 AM,68.0,50.0,48.7,66.8,,,30.23,,,,,,,,,,,,,
