Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:00 AM,66.0,52.0,47.9,64.7,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:05 AM,65.8,52.0,47.7,64.5,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:10 AM,65.6,52.0,47.5,64.3,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:15 AM,65.4,53.0,47.8,64.1,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:20 AM,65.3,53.0,47.7,64.0,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:25 AM,65.3,53.0,47.7,64.0,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:30 AM,65.3,53.0,47.7,64.0,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:35 AM,65.1,53.0,47.5,63.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:40 AM,64.9,53.0,47.4,63.6,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:45 AM,64.9,54.0,47.9,63.6,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:50 AM,64.9,54.0,47.9,63.6,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 12:55 AM,64.7,54.0,47.7,63.4,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 1:00 AM,64.7,54.0,47.7,63.4,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 1:05 AM,64.7,54.0,47.7,63.4,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 1:10 AM,64.5,54.0,47.5,63.2,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 1:15 AM,64.5,54.0,47.5,63.2,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/04/06 1:20 AM,64.5,54.0,47.5,63.2,,,30.03,,,,,,,,,,,,,
