Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
Back Fence,Temp & Humidity Sensor,2022/10/30 12:00 AM,58.1,74.0,49.9,57.1,,,30.33,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:05 AM,58.1,74.0,49.9,57.1,,,30.33,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:10 AM,58.1,74.0,49.9,57.1,,,30.33,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:15 AM,58.1,74.0,49.9,57.1,,,30.33,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:20 AM,57.9,74.0,49.7,56.9,,,30.32,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:25 AM,57.9,74.0,49.7,56.9,,,30.32,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:30 AM,57.7,74.0,49.5,56.6,,,30.32,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:35 AM,57.5,74.0,49.3,56.4,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:40 AM,57.3,74.0,49.1,56.2,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:45 AM,57.2,74.0,49.0,56.1,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:50 AM,57.0,75.0,49.2,55.9,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 12:55 AM,57.0,75.0,49.2,55.9,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:00 AM,56.8,75.0,49.0,55.7,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:05 AM,56.8,75.0,49.0,55.7,,,30.32,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:10 AM,57.0,75.0,49.2,55.9,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:15 AM,57.0,75.0,49.2,55.9,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:20 AM,57.0,75.0,49.2,55.9,,,30.31,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:25 AM,57.0,76.0,49.5,56.0,,,30.3,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:30 AM,56.8,75.0,49.0,55.7,,,30.3,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:35 AM,56.8,75.0,49.0,55.7,,,30.3,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:40 AM,56.8,75.0,49.0,55.7,,,30.3,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:45 AM,56.6,75.0,48.8,55.5,,,30.3,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:50 AM,56.4,75.0,48.6,55.3,,,30.29,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 1:55 AM,56.3,75.0,48.5,55.2,,,30.29,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 2:00 AM,55.9,75.0,48.1,54.7,,,30.29,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/30 2:05 AM,55.7,75.0,47.9,54.5,,,30.29,,,,,,,,,,,,,
