Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:00 AM,64.9,45.0,43.0,63.2,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:05 AM,64.9,45.0,43.0,63.2,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:10 AM,64.7,45.0,42.9,63.0,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:15 AM,64.7,45.0,42.9,63.0,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:20 AM,64.5,45.0,42.7,62.8,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:25 AM,64.5,45.0,42.7,62.8,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:30 AM,64.5,45.0,42.7,62.8,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:35 AM,64.5,45.0,42.7,62.8,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:40 AM,64.4,45.0,42.6,62.7,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:45 AM,64.4,45.0,42.6,62.7,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:50 AM,64.2,45.0,42.4,62.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 12:55 AM,64.2,45.0,42.4,62.4,,,30.23,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/01/15 1:00 AM,64.2,45.0,42.4,62.4,,,30.23,,,,,,,,,,,,,
