Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
Back Fence,Temp & Humidity Sensor,2022/10/14 12:00 AM,59.9,92.0,57.6,59.9,,,29.8,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:05 AM,59.9,92.0,57.6,59.9,,,29.81,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:10 AM,59.7,92.0,57.4,59.7,,,29.81,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:15 AM,59.7,92.0,57.4,59.7,,,29.81,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:20 AM,59.7,92.0,57.4,59.7,,,29.81,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:25 AM,59.7,92.0,57.4,59.7,,,29.81,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:30 AM,59.7,92.0,57.4,59.7,,,29.81,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:35 AM,59.9,92.0,57.6,59.9,,,29.82,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:40 AM,60.2,92.0,57.9,60.2,,,29.82,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:45 AM,61.5,92.0,59.2,61.7,,,29.83,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:50 AM,62.4,91.0,59.7,62.6,,,29.83,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 12:55 AM,62.6,90.0,59.6,62.8,,,29.83,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:00 AM,62.4,91.0,59.7,62.6,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:05 AM,62.0,89.0,58.7,62.1,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:10 AM,61.8,88.0,58.2,61.8,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:15 AM,61.7,88.0,58.1,61.7,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:20 AM,61.5,88.0,57.9,61.5,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:25 AM,61.5,87.0,57.6,61.4,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:30 AM,61.1,87.0,57.2,61.0,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:35 AM,61.3,86.0,57.1,61.2,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:40 AM,61.3,86.0,57.1,61.2,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:45 AM,61.3,83.0,56.1,61.0,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:50 AM,61.3,82.0,55.8,61.0,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 1:55 AM,61.3,80.0,55.1,60.9,,,29.84,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:00 AM,61.3,81.0,55.4,60.9,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:05 AM,61.1,78.0,54.2,60.6,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:10 AM,60.9,77.0,53.6,60.3,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:15 AM,61.1,75.0,53.1,60.4,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:20 AM,60.9,76.0,53.3,60.3,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:25 AM,60.9,76.0,53.3,60.3,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:30 AM,60.9,75.0,52.9,60.2,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:35 AM,60.4,76.0,52.8,59.7,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:40 AM,60.8,74.0,52.5,60.1,,,29.85,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:45 AM,60.2,75.0,52.2,59.4,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:50 AM,60.2,75.0,52.2,59.4,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 2:55 AM,60.2,75.0,52.2,59.4,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:00 AM,60.0,73.0,51.3,59.1,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:05 AM,60.0,74.0,51.7,59.2,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:10 AM,59.9,72.0,50.8,59.0,,,29.86,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:15 AM,59.9,74.0,51.6,59.1,,,29.87,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:20 AM,59.7,74.0,51.4,58.8,,,29.87,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:25 AM,59.3,73.0,50.6,58.4,,,29.87,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:30 AM,59.3,71.0,49.9,58.3,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:35 AM,59.1,70.0,49.3,58.0,,,29.87,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:40 AM,59.0,70.0,49.2,57.9,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:45 AM,58.8,70.0,49.0,57.7,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:50 AM,58.8,71.0,49.4,57.7,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 3:55 AM,58.6,71.0,49.2,57.5,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 4:00 AM,58.4,71.0,49.0,57.3,,,29.88,,,,,,,,,,,,,
Back Fence,Temp & Humidity Sensor,2022/10/14 4:05 AM,58.2,71.0,48.8,57.1,,,29.88,,,,,,,,,,,,,
