Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:00 AM,70.3,52.0,51.8,69.5,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:05 AM,70.3,52.0,51.8,69.5,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:10 AM,70.3,52.0,51.8,69.5,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:15 AM,70.5,52.0,52.0,69.7,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:20 AM,70.5,51.0,51.5,69.6,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:25 AM,70.1,51.0,51.1,69.2,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:30 AM,70.1,51.0,51.1,69.2,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:35 AM,70.3,51.0,51.3,69.4,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:40 AM,70.3,51.0,51.3,69.4,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:45 AM,70.5,52.0,52.0,69.7,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:50 AM,70.5,52.0,52.0,69.7,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 12:55 AM,70.7,52.0,52.2,69.9,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:00 AM,70.7,52.0,52.2,69.9,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:05 AM,70.7,52.0,52.2,69.9,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:10 AM,70.3,52.0,51.8,69.5,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:15 AM,70.5,52.0,52.0,69.7,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:20 AM,70.5,52.0,52.0,69.7,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:25 AM,70.5,52.0,52.0,69.7,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:30 AM,70.7,52.0,52.2,69.9,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:35 AM,70.7,52.0,52.2,69.9,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:40 AM,70.7,52.0,52.2,69.9,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:45 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:50 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 1:55 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:00 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:05 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:10 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:15 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:20 AM,70.8,52.0,52.3,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:25 AM,70.8,53.0,52.8,70.1,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:30 AM,70.8,53.0,52.8,70.1,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:35 AM,70.8,53.0,52.8,70.1,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:40 AM,70.8,53.0,52.8,70.1,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:45 AM,70.8,53.0,52.8,70.1,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:50 AM,70.8,53.0,52.8,70.1,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 2:55 AM,70.7,53.0,52.7,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:00 AM,70.7,53.0,52.7,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:05 AM,70.7,53.0,52.7,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:10 AM,70.7,53.0,52.7,70.0,,,30.12,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:15 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:20 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:25 AM,70.7,53.0,52.7,70.0,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:30 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:35 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:40 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:45 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:50 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 3:55 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:00 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:05 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:10 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:15 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:20 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:25 AM,70.8,53.0,52.8,70.1,,,30.13,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:30 AM,70.8,53.0,52.8,70.1,,,30.14,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:35 AM,70.8,53.0,52.8,70.1,,,30.14,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:40 AM,70.8,54.0,53.3,70.1,,,30.14,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:45 AM,70.8,54.0,53.3,70.1,,,30.14,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:50 AM,70.8,54.0,53.3,70.1,,,30.14,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 4:55 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:00 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:05 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:10 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:15 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:20 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:25 AM,70.8,54.0,53.3,70.1,,,30.15,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:30 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:35 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:40 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:45 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:50 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 5:55 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:00 AM,70.8,54.0,53.3,70.1,,,30.17,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:05 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:10 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:15 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:20 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:25 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:30 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:35 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:40 AM,70.8,54.0,53.3,70.1,,,30.17,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:45 AM,70.8,54.0,53.3,70.1,,,30.17,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 6:55 AM,70.8,54.0,53.3,70.1,,,30.16,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:00 AM,70.7,54.0,53.2,70.0,,,30.17,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:05 AM,70.8,54.0,53.3,70.1,,,30.17,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:10 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:15 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:20 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:25 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:30 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:35 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:40 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:45 AM,70.8,55.0,53.8,70.2,,,30.18,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:50 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 7:55 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:00 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:05 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:10 AM,71.0,55.0,54.0,70.4,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:15 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:20 AM,70.8,55.0,53.8,70.2,,,30.2,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:25 AM,70.8,55.0,53.8,70.2,,,30.2,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:30 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:35 AM,70.8,55.0,53.8,70.2,,,30.19,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:40 AM,70.8,55.0,53.8,70.2,,,30.2,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:45 AM,70.8,55.0,53.8,70.2,,,30.2,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:50 AM,70.8,55.0,53.8,70.2,,,30.2,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 8:55 AM,70.8,55.0,53.8,70.2,,,30.2,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:00 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:05 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:10 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:15 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:20 AM,71.0,55.0,54.0,70.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:25 AM,70.8,55.0,53.8,70.2,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:30 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:35 AM,70.8,55.0,53.8,70.2,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:40 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:45 AM,71.0,55.0,54.0,70.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:50 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 9:55 AM,71.0,55.0,54.0,70.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:00 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:05 AM,70.8,55.0,53.8,70.2,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:10 AM,71.0,55.0,54.0,70.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:15 AM,71.0,55.0,54.0,70.4,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:20 AM,71.0,55.0,54.0,70.4,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:25 AM,71.2,55.0,54.2,70.6,,,30.21,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:30 AM,71.2,55.0,54.2,70.6,,,30.22,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/06/16 10:35 AM,71.2,55.0,54.2,70.6,,,30.22,,,,,,,,,,,,,
