Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:00 AM,66.0,51.0,47.3,64.7,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:05 AM,65.8,51.0,47.2,64.5,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:10 AM,65.8,51.0,47.2,64.5,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:15 AM,65.6,51.0,47.0,64.3,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:20 AM,65.4,51.0,46.8,64.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:25 AM,65.4,51.0,46.8,64.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:30 AM,65.4,51.0,46.8,64.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:35 AM,65.3,51.0,46.7,63.9,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:40 AM,65.3,51.0,46.7,63.9,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:45 AM,65.1,51.0,46.5,63.7,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:50 AM,65.3,51.0,46.7,63.9,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 12:55 AM,65.1,51.0,46.5,63.7,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:00 AM,64.9,51.0,46.3,63.5,,,30.37,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:05 AM,64.9,51.0,46.3,63.5,,,30.37,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:10 AM,64.9,51.0,46.3,63.5,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:15 AM,64.7,51.0,46.1,63.3,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:20 AM,64.9,51.0,46.3,63.5,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:25 AM,64.5,51.0,46.0,63.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:30 AM,64.5,51.0,46.0,63.0,,,30.38,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:35 AM,64.5,51.0,46.0,63.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:40 AM,64.5,51.0,46.0,63.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:45 AM,64.5,51.0,46.0,63.0,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:50 AM,64.4,51.0,45.9,62.9,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 1:55 AM,64.4,51.0,45.9,62.9,,,30.39,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:00 AM,64.4,51.0,45.9,62.9,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:05 AM,64.4,51.0,45.9,62.9,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:10 AM,64.2,51.0,45.7,62.7,,,30.41,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:15 AM,64.2,51.0,45.7,62.7,,,30.41,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:20 AM,64.2,51.0,45.7,62.7,,,30.41,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:25 AM,64.2,51.0,45.7,62.7,,,30.41,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:30 AM,64.0,51.0,45.5,62.5,,,30.41,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:35 AM,64.0,51.0,45.5,62.5,,,30.4,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:40 AM,64.0,51.0,45.5,62.5,,,30.41,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2024/12/27 2:45 AM,64.0,51.0,45.5,62.5,,,30.41,,,,,,,,,,,,,
