Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like,Wind Chill,Barometric Pressure ( INHG ),Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:00 AM,71.9,49.0,51.7,71.1,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:05 AM,72.1,49.0,51.9,71.3,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:10 AM,72.1,49.0,51.9,71.3,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:15 AM,72.3,48.0,51.5,71.5,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:20 AM,72.1,48.0,51.3,71.3,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:25 AM,72.1,49.0,51.9,71.3,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:30 AM,72.1,48.0,51.3,71.3,,,29.95,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:35 AM,72.1,49.0,51.9,71.3,,,29.96,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:40 AM,72.3,48.0,51.5,71.5,,,29.96,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:45 AM,72.3,49.0,52.1,71.5,,,29.96,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:50 AM,71.9,49.0,51.7,71.1,,,29.96,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 12:55 AM,72.1,49.0,51.9,71.3,,,29.96,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:00 AM,71.9,49.0,51.7,71.1,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:05 AM,72.1,49.0,51.9,71.3,,,29.96,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:10 AM,72.1,49.0,51.9,71.3,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:15 AM,72.3,49.0,52.1,71.5,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:20 AM,72.3,49.0,52.1,71.5,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:25 AM,72.3,49.0,52.1,71.5,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:30 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:35 AM,72.3,49.0,52.1,71.5,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:40 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:45 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:50 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 1:55 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:00 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:05 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:10 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:15 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:20 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:25 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:30 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:35 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:40 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:45 AM,72.5,49.0,52.2,71.8,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:50 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 2:55 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:00 AM,72.6,49.0,52.3,71.9,,,29.97,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:05 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:10 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:15 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:20 AM,72.5,49.0,52.2,71.8,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:25 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:30 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:35 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:40 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:45 AM,72.5,49.0,52.2,71.8,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:50 AM,72.6,49.0,52.3,71.9,,,29.98,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 3:55 AM,72.5,49.0,52.2,71.8,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:00 AM,72.6,49.0,52.3,71.9,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:05 AM,72.6,49.0,52.3,71.9,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:10 AM,72.5,49.0,52.2,71.8,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:15 AM,72.6,49.0,52.3,71.9,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:20 AM,72.5,49.0,52.2,71.8,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:25 AM,72.6,49.0,52.3,71.9,,,29.99,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:30 AM,72.6,49.0,52.3,71.9,,,30.0,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:35 AM,72.5,49.0,52.2,71.8,,,30.0,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:40 AM,72.6,49.0,52.3,71.9,,,30.0,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:45 AM,72.5,49.0,52.2,71.8,,,30.0,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:50 AM,72.5,49.0,52.2,71.8,,,30.0,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 4:55 AM,72.5,49.0,52.2,71.8,,,30.0,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:00 AM,72.5,49.0,52.2,71.8,,,30.01,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:05 AM,72.5,49.0,52.2,71.8,,,30.01,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:10 AM,72.5,49.0,52.2,71.8,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:15 AM,72.5,49.0,52.2,71.8,,,30.01,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:20 AM,72.5,49.0,52.2,71.8,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:25 AM,72.5,49.0,52.2,71.8,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:30 AM,72.5,49.0,52.2,71.8,,,30.02,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:35 AM,72.5,49.0,52.2,71.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:40 AM,72.5,49.0,52.2,71.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:45 AM,72.5,49.0,52.2,71.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:50 AM,72.6,49.0,52.3,71.9,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 5:55 AM,72.5,49.0,52.2,71.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:00 AM,72.5,49.0,52.2,71.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:05 AM,72.5,49.0,52.2,71.8,,,30.03,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:10 AM,72.5,49.0,52.2,71.8,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:15 AM,72.5,49.0,52.2,71.8,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:20 AM,72.3,49.0,52.1,71.5,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:25 AM,72.5,49.0,52.2,71.8,,,30.04,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:30 AM,72.5,49.0,52.2,71.8,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:35 AM,72.5,49.0,52.2,71.8,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:40 AM,72.6,49.0,52.3,71.9,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:45 AM,73.0,49.0,52.7,72.3,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:50 AM,73.0,49.0,52.7,72.3,,,30.05,,,,,,,,,,,,,
In home  (w/display),Temp & Humidity Sensor,2025/06/02 6:55 AM,72.8,49.0,52.5,72.1,,,30.06,,,,,,,,,,,,,
